"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
""
"D1","SC-79_L1.2-W0.8-LS1.6-RD","4.3412mm","256.5146mm","4.3412mm","256.5146mm","3.556mm","256.5146mm","T","360.00","Comment"
"FL2","L0402","13.4834mm","239.6985mm","13.4834mm","239.6985mm","13.4834mm","240.2436mm","T","270.00","Comment"
"FL3","L0402","13.4834mm","212.6985mm","13.4834mm","212.6985mm","13.4834mm","213.2436mm","T","270.00","Comment"
"FL4","L0402","13.4834mm","185.6985mm","13.4834mm","185.6985mm","13.4834mm","186.2436mm","T","270.00","Comment"
"FL5","L0402","13.4834mm","158.6985mm","13.4834mm","158.6985mm","13.4834mm","159.2436mm","T","270.00","Comment"
"FL6","L0402","13.4834mm","131.6985mm","13.4834mm","131.6985mm","13.4834mm","132.2436mm","T","270.00","Comment"
"FL7","L0402","13.4834mm","104.6985mm","13.4834mm","104.6985mm","13.4834mm","105.2436mm","T","270.00","Comment"
"FL8","L0402","13.4834mm","77.6985mm","13.4834mm","77.6985mm","13.4834mm","78.2436mm","T","270.00","Comment"
"FL9","L0402","13.4834mm","50.6985mm","13.4834mm","50.6985mm","13.4834mm","51.2436mm","T","270.00","Comment"
"FL10","L0402","13.4834mm","23.6985mm","13.4834mm","23.6985mm","13.4834mm","24.2436mm","T","270.00","Comment"
"D2","SC-79_L1.2-W0.8-LS1.6-RD","4.3412mm","229.5146mm","4.3412mm","229.5146mm","3.556mm","229.5146mm","T","360.00","Comment"
"D3","SC-79_L1.2-W0.8-LS1.6-RD","4.3412mm","202.5146mm","4.3412mm","202.5146mm","3.556mm","202.5146mm","T","360.00","Comment"
"D4","SC-79_L1.2-W0.8-LS1.6-RD","4.3412mm","175.5146mm","4.3412mm","175.5146mm","3.556mm","175.5146mm","T","360.00","Comment"
"D5","SC-79_L1.2-W0.8-LS1.6-RD","4.3412mm","148.5146mm","4.3412mm","148.5146mm","3.556mm","148.5146mm","T","360.00","Comment"
"D6","SC-79_L1.2-W0.8-LS1.6-RD","4.3412mm","121.5146mm","4.3412mm","121.5146mm","3.556mm","121.5146mm","T","360.00","Comment"
"D7","SC-79_L1.2-W0.8-LS1.6-RD","4.3412mm","94.5146mm","4.3412mm","94.5146mm","3.556mm","94.5146mm","T","360.00","Comment"
"D8","SC-79_L1.2-W0.8-LS1.6-RD","4.3412mm","67.5146mm","4.3412mm","67.5146mm","3.556mm","67.5146mm","T","360.00","Comment"
"D9","SC-79_L1.2-W0.8-LS1.6-RD","4.3412mm","40.5146mm","4.3412mm","40.5146mm","3.556mm","40.5146mm","T","360.00","Comment"
"D10","SC-79_L1.2-W0.8-LS1.6-RD","4.3412mm","13.5146mm","4.3412mm","13.5146mm","3.556mm","13.5146mm","T","360.00","Comment"
"D10_1","SC-79_L1.2-W0.8-LS1.6-RD","31.3412mm","13.5146mm","31.3412mm","13.5146mm","30.556mm","13.5146mm","T","360.00","Comment"
"D9_1","SC-79_L1.2-W0.8-LS1.6-RD","31.3412mm","40.5146mm","31.3412mm","40.5146mm","30.556mm","40.5146mm","T","360.00","Comment"
"D8_1","SC-79_L1.2-W0.8-LS1.6-RD","31.3412mm","67.5146mm","31.3412mm","67.5146mm","30.556mm","67.5146mm","T","360.00","Comment"
"D7_1","SC-79_L1.2-W0.8-LS1.6-RD","31.3412mm","94.5146mm","31.3412mm","94.5146mm","30.556mm","94.5146mm","T","360.00","Comment"
"D6_1","SC-79_L1.2-W0.8-LS1.6-RD","31.3412mm","121.5146mm","31.3412mm","121.5146mm","30.556mm","121.5146mm","T","360.00","Comment"
"D5_1","SC-79_L1.2-W0.8-LS1.6-RD","31.3412mm","148.5146mm","31.3412mm","148.5146mm","30.556mm","148.5146mm","T","360.00","Comment"
"D4_1","SC-79_L1.2-W0.8-LS1.6-RD","31.3412mm","175.5146mm","31.3412mm","175.5146mm","30.556mm","175.5146mm","T","360.00","Comment"
"D3_1","SC-79_L1.2-W0.8-LS1.6-RD","31.3412mm","202.5146mm","31.3412mm","202.5146mm","30.556mm","202.5146mm","T","360.00","Comment"
"D2_1","SC-79_L1.2-W0.8-LS1.6-RD","31.3412mm","229.5146mm","31.3412mm","229.5146mm","30.556mm","229.5146mm","T","360.00","Comment"
"FL10_1","L0402","40.4834mm","23.6985mm","40.4834mm","23.6985mm","40.4834mm","24.2436mm","T","270.00","Comment"
"FL9_1","L0402","40.4834mm","50.6985mm","40.4834mm","50.6985mm","40.4834mm","51.2436mm","T","270.00","Comment"
"FL8_1","L0402","40.4834mm","77.6985mm","40.4834mm","77.6985mm","40.4834mm","78.2436mm","T","270.00","Comment"
"FL7_1","L0402","40.4834mm","104.6985mm","40.4834mm","104.6985mm","40.4834mm","105.2436mm","T","270.00","Comment"
"FL6_1","L0402","40.4834mm","131.6985mm","40.4834mm","131.6985mm","40.4834mm","132.2436mm","T","270.00","Comment"
"FL5_1","L0402","40.4834mm","158.6985mm","40.4834mm","158.6985mm","40.4834mm","159.2436mm","T","270.00","Comment"
"FL4_1","L0402","40.4834mm","185.6985mm","40.4834mm","185.6985mm","40.4834mm","186.2436mm","T","270.00","Comment"
"FL3_1","L0402","40.4834mm","212.6985mm","40.4834mm","212.6985mm","40.4834mm","213.2436mm","T","270.00","Comment"
"FL2_1","L0402","40.4834mm","239.6985mm","40.4834mm","239.6985mm","40.4834mm","240.2436mm","T","270.00","Comment"
"D1_1","SC-79_L1.2-W0.8-LS1.6-RD","31.3412mm","256.5146mm","31.3412mm","256.5146mm","30.556mm","256.5146mm","T","360.00","Comment"
"FL1_1","L0402","40.4834mm","266.6985mm","40.4834mm","266.6985mm","40.4834mm","267.2436mm","T","270.00","Comment"
"D10_2","SC-79_L1.2-W0.8-LS1.6-RD","58.3412mm","13.5146mm","58.3412mm","13.5146mm","57.556mm","13.5146mm","T","360.00","Comment"
"D9_2","SC-79_L1.2-W0.8-LS1.6-RD","58.3412mm","40.5146mm","58.3412mm","40.5146mm","57.556mm","40.5146mm","T","360.00","Comment"
"D8_2","SC-79_L1.2-W0.8-LS1.6-RD","58.3412mm","67.5146mm","58.3412mm","67.5146mm","57.556mm","67.5146mm","T","360.00","Comment"
"D7_2","SC-79_L1.2-W0.8-LS1.6-RD","58.3412mm","94.5146mm","58.3412mm","94.5146mm","57.556mm","94.5146mm","T","360.00","Comment"
"D6_2","SC-79_L1.2-W0.8-LS1.6-RD","58.3412mm","121.5146mm","58.3412mm","121.5146mm","57.556mm","121.5146mm","T","360.00","Comment"
"D5_2","SC-79_L1.2-W0.8-LS1.6-RD","58.3412mm","148.5146mm","58.3412mm","148.5146mm","57.556mm","148.5146mm","T","360.00","Comment"
"D4_2","SC-79_L1.2-W0.8-LS1.6-RD","58.3412mm","175.5146mm","58.3412mm","175.5146mm","57.556mm","175.5146mm","T","360.00","Comment"
"D3_2","SC-79_L1.2-W0.8-LS1.6-RD","58.3412mm","202.5146mm","58.3412mm","202.5146mm","57.556mm","202.5146mm","T","360.00","Comment"
"D2_2","SC-79_L1.2-W0.8-LS1.6-RD","58.3412mm","229.5146mm","58.3412mm","229.5146mm","57.556mm","229.5146mm","T","360.00","Comment"
"FL10_2","L0402","67.4834mm","23.6985mm","67.4834mm","23.6985mm","67.4834mm","24.2436mm","T","270.00","Comment"
"FL9_2","L0402","67.4834mm","50.6985mm","67.4834mm","50.6985mm","67.4834mm","51.2436mm","T","270.00","Comment"
"FL8_2","L0402","67.4834mm","77.6985mm","67.4834mm","77.6985mm","67.4834mm","78.2436mm","T","270.00","Comment"
"FL7_2","L0402","67.4834mm","104.6985mm","67.4834mm","104.6985mm","67.4834mm","105.2436mm","T","270.00","Comment"
"FL6_2","L0402","67.4834mm","131.6985mm","67.4834mm","131.6985mm","67.4834mm","132.2436mm","T","270.00","Comment"
"FL5_2","L0402","67.4834mm","158.6985mm","67.4834mm","158.6985mm","67.4834mm","159.2436mm","T","270.00","Comment"
"FL4_2","L0402","67.4834mm","185.6985mm","67.4834mm","185.6985mm","67.4834mm","186.2436mm","T","270.00","Comment"
"FL3_2","L0402","67.4834mm","212.6985mm","67.4834mm","212.6985mm","67.4834mm","213.2436mm","T","270.00","Comment"
"FL2_2","L0402","67.4834mm","239.6985mm","67.4834mm","239.6985mm","67.4834mm","240.2436mm","T","270.00","Comment"
"D1_2","SC-79_L1.2-W0.8-LS1.6-RD","58.3412mm","256.5146mm","58.3412mm","256.5146mm","57.556mm","256.5146mm","T","360.00","Comment"
"FL1_2","L0402","67.4834mm","266.6985mm","67.4834mm","266.6985mm","67.4834mm","267.2436mm","T","270.00","Comment"
"D10_3","SC-79_L1.2-W0.8-LS1.6-RD","85.3412mm","13.5146mm","85.3412mm","13.5146mm","84.556mm","13.5146mm","T","360.00","Comment"
"D9_3","SC-79_L1.2-W0.8-LS1.6-RD","85.3412mm","40.5146mm","85.3412mm","40.5146mm","84.556mm","40.5146mm","T","360.00","Comment"
"D8_3","SC-79_L1.2-W0.8-LS1.6-RD","85.3412mm","67.5146mm","85.3412mm","67.5146mm","84.556mm","67.5146mm","T","360.00","Comment"
"D7_3","SC-79_L1.2-W0.8-LS1.6-RD","85.3412mm","94.5146mm","85.3412mm","94.5146mm","84.556mm","94.5146mm","T","360.00","Comment"
"D6_3","SC-79_L1.2-W0.8-LS1.6-RD","85.3412mm","121.5146mm","85.3412mm","121.5146mm","84.556mm","121.5146mm","T","360.00","Comment"
"D5_3","SC-79_L1.2-W0.8-LS1.6-RD","85.3412mm","148.5146mm","85.3412mm","148.5146mm","84.556mm","148.5146mm","T","360.00","Comment"
"D4_3","SC-79_L1.2-W0.8-LS1.6-RD","85.3412mm","175.5146mm","85.3412mm","175.5146mm","84.556mm","175.5146mm","T","360.00","Comment"
"D3_3","SC-79_L1.2-W0.8-LS1.6-RD","85.3412mm","202.5146mm","85.3412mm","202.5146mm","84.556mm","202.5146mm","T","360.00","Comment"
"D2_3","SC-79_L1.2-W0.8-LS1.6-RD","85.3412mm","229.5146mm","85.3412mm","229.5146mm","84.556mm","229.5146mm","T","360.00","Comment"
"FL10_3","L0402","94.4834mm","23.6985mm","94.4834mm","23.6985mm","94.4834mm","24.2436mm","T","270.00","Comment"
"FL9_3","L0402","94.4834mm","50.6985mm","94.4834mm","50.6985mm","94.4834mm","51.2436mm","T","270.00","Comment"
"FL8_3","L0402","94.4834mm","77.6985mm","94.4834mm","77.6985mm","94.4834mm","78.2436mm","T","270.00","Comment"
"FL7_3","L0402","94.4834mm","104.6985mm","94.4834mm","104.6985mm","94.4834mm","105.2436mm","T","270.00","Comment"
"FL6_3","L0402","94.4834mm","131.6985mm","94.4834mm","131.6985mm","94.4834mm","132.2436mm","T","270.00","Comment"
"FL5_3","L0402","94.4834mm","158.6985mm","94.4834mm","158.6985mm","94.4834mm","159.2436mm","T","270.00","Comment"
"FL4_3","L0402","94.4834mm","185.6985mm","94.4834mm","185.6985mm","94.4834mm","186.2436mm","T","270.00","Comment"
"FL3_3","L0402","94.4834mm","212.6985mm","94.4834mm","212.6985mm","94.4834mm","213.2436mm","T","270.00","Comment"
"FL2_3","L0402","94.4834mm","239.6985mm","94.4834mm","239.6985mm","94.4834mm","240.2436mm","T","270.00","Comment"
"D1_3","SC-79_L1.2-W0.8-LS1.6-RD","85.3412mm","256.5146mm","85.3412mm","256.5146mm","84.556mm","256.5146mm","T","360.00","Comment"
"FL1_3","L0402","94.4834mm","266.6985mm","94.4834mm","266.6985mm","94.4834mm","267.2436mm","T","270.00","Comment"
"D10_4","SC-79_L1.2-W0.8-LS1.6-RD","112.3412mm","13.5146mm","112.3412mm","13.5146mm","111.556mm","13.5146mm","T","360.00","Comment"
"D9_4","SC-79_L1.2-W0.8-LS1.6-RD","112.3412mm","40.5146mm","112.3412mm","40.5146mm","111.556mm","40.5146mm","T","360.00","Comment"
"D8_4","SC-79_L1.2-W0.8-LS1.6-RD","112.3412mm","67.5146mm","112.3412mm","67.5146mm","111.556mm","67.5146mm","T","360.00","Comment"
"D7_4","SC-79_L1.2-W0.8-LS1.6-RD","112.3412mm","94.5146mm","112.3412mm","94.5146mm","111.556mm","94.5146mm","T","360.00","Comment"
"D6_4","SC-79_L1.2-W0.8-LS1.6-RD","112.3412mm","121.5146mm","112.3412mm","121.5146mm","111.556mm","121.5146mm","T","360.00","Comment"
"D5_4","SC-79_L1.2-W0.8-LS1.6-RD","112.3412mm","148.5146mm","112.3412mm","148.5146mm","111.556mm","148.5146mm","T","360.00","Comment"
"D4_4","SC-79_L1.2-W0.8-LS1.6-RD","112.3412mm","175.5146mm","112.3412mm","175.5146mm","111.556mm","175.5146mm","T","360.00","Comment"
"D3_4","SC-79_L1.2-W0.8-LS1.6-RD","112.3412mm","202.5146mm","112.3412mm","202.5146mm","111.556mm","202.5146mm","T","360.00","Comment"
"D2_4","SC-79_L1.2-W0.8-LS1.6-RD","112.3412mm","229.5146mm","112.3412mm","229.5146mm","111.556mm","229.5146mm","T","360.00","Comment"
"FL10_4","L0402","121.4834mm","23.6985mm","121.4834mm","23.6985mm","121.4834mm","24.2436mm","T","270.00","Comment"
"FL9_4","L0402","121.4834mm","50.6985mm","121.4834mm","50.6985mm","121.4834mm","51.2436mm","T","270.00","Comment"
"FL8_4","L0402","121.4834mm","77.6985mm","121.4834mm","77.6985mm","121.4834mm","78.2436mm","T","270.00","Comment"
"FL7_4","L0402","121.4834mm","104.6985mm","121.4834mm","104.6985mm","121.4834mm","105.2436mm","T","270.00","Comment"
"FL6_4","L0402","121.4834mm","131.6985mm","121.4834mm","131.6985mm","121.4834mm","132.2436mm","T","270.00","Comment"
"FL5_4","L0402","121.4834mm","158.6985mm","121.4834mm","158.6985mm","121.4834mm","159.2436mm","T","270.00","Comment"
"FL4_4","L0402","121.4834mm","185.6985mm","121.4834mm","185.6985mm","121.4834mm","186.2436mm","T","270.00","Comment"
"FL3_4","L0402","121.4834mm","212.6985mm","121.4834mm","212.6985mm","121.4834mm","213.2436mm","T","270.00","Comment"
"FL2_4","L0402","121.4834mm","239.6985mm","121.4834mm","239.6985mm","121.4834mm","240.2436mm","T","270.00","Comment"
"D1_4","SC-79_L1.2-W0.8-LS1.6-RD","112.3412mm","256.5146mm","112.3412mm","256.5146mm","111.556mm","256.5146mm","T","360.00","Comment"
"FL1_4","L0402","121.4834mm","266.6985mm","121.4834mm","266.6985mm","121.4834mm","267.2436mm","T","270.00","Comment"
"D10_5","SC-79_L1.2-W0.8-LS1.6-RD","139.3412mm","13.5146mm","139.3412mm","13.5146mm","138.556mm","13.5146mm","T","360.00","Comment"
"D9_5","SC-79_L1.2-W0.8-LS1.6-RD","139.3412mm","40.5146mm","139.3412mm","40.5146mm","138.556mm","40.5146mm","T","360.00","Comment"
"D8_5","SC-79_L1.2-W0.8-LS1.6-RD","139.3412mm","67.5146mm","139.3412mm","67.5146mm","138.556mm","67.5146mm","T","360.00","Comment"
"D7_5","SC-79_L1.2-W0.8-LS1.6-RD","139.3412mm","94.5146mm","139.3412mm","94.5146mm","138.556mm","94.5146mm","T","360.00","Comment"
"D6_5","SC-79_L1.2-W0.8-LS1.6-RD","139.3412mm","121.5146mm","139.3412mm","121.5146mm","138.556mm","121.5146mm","T","360.00","Comment"
"D5_5","SC-79_L1.2-W0.8-LS1.6-RD","139.3412mm","148.5146mm","139.3412mm","148.5146mm","138.556mm","148.5146mm","T","360.00","Comment"
"D4_5","SC-79_L1.2-W0.8-LS1.6-RD","139.3412mm","175.5146mm","139.3412mm","175.5146mm","138.556mm","175.5146mm","T","360.00","Comment"
"D3_5","SC-79_L1.2-W0.8-LS1.6-RD","139.3412mm","202.5146mm","139.3412mm","202.5146mm","138.556mm","202.5146mm","T","360.00","Comment"
"D2_5","SC-79_L1.2-W0.8-LS1.6-RD","139.3412mm","229.5146mm","139.3412mm","229.5146mm","138.556mm","229.5146mm","T","360.00","Comment"
"FL10_5","L0402","148.4834mm","23.6985mm","148.4834mm","23.6985mm","148.4834mm","24.2436mm","T","270.00","Comment"
"FL9_5","L0402","148.4834mm","50.6985mm","148.4834mm","50.6985mm","148.4834mm","51.2436mm","T","270.00","Comment"
"FL8_5","L0402","148.4834mm","77.6985mm","148.4834mm","77.6985mm","148.4834mm","78.2436mm","T","270.00","Comment"
"FL7_5","L0402","148.4834mm","104.6985mm","148.4834mm","104.6985mm","148.4834mm","105.2436mm","T","270.00","Comment"
"FL6_5","L0402","148.4834mm","131.6985mm","148.4834mm","131.6985mm","148.4834mm","132.2436mm","T","270.00","Comment"
"FL5_5","L0402","148.4834mm","158.6985mm","148.4834mm","158.6985mm","148.4834mm","159.2436mm","T","270.00","Comment"
"FL4_5","L0402","148.4834mm","185.6985mm","148.4834mm","185.6985mm","148.4834mm","186.2436mm","T","270.00","Comment"
"FL3_5","L0402","148.4834mm","212.6985mm","148.4834mm","212.6985mm","148.4834mm","213.2436mm","T","270.00","Comment"
"FL2_5","L0402","148.4834mm","239.6985mm","148.4834mm","239.6985mm","148.4834mm","240.2436mm","T","270.00","Comment"
"D1_5","SC-79_L1.2-W0.8-LS1.6-RD","139.3412mm","256.5146mm","139.3412mm","256.5146mm","138.556mm","256.5146mm","T","360.00","Comment"
"FL1_5","L0402","148.4834mm","266.6985mm","148.4834mm","266.6985mm","148.4834mm","267.2436mm","T","270.00","Comment"
"D10_6","SC-79_L1.2-W0.8-LS1.6-RD","166.3412mm","13.5146mm","166.3412mm","13.5146mm","165.556mm","13.5146mm","T","360.00","Comment"
"D9_6","SC-79_L1.2-W0.8-LS1.6-RD","166.3412mm","40.5146mm","166.3412mm","40.5146mm","165.556mm","40.5146mm","T","360.00","Comment"
"D8_6","SC-79_L1.2-W0.8-LS1.6-RD","166.3412mm","67.5146mm","166.3412mm","67.5146mm","165.556mm","67.5146mm","T","360.00","Comment"
"D7_6","SC-79_L1.2-W0.8-LS1.6-RD","166.3412mm","94.5146mm","166.3412mm","94.5146mm","165.556mm","94.5146mm","T","360.00","Comment"
"D6_6","SC-79_L1.2-W0.8-LS1.6-RD","166.3412mm","121.5146mm","166.3412mm","121.5146mm","165.556mm","121.5146mm","T","360.00","Comment"
"D5_6","SC-79_L1.2-W0.8-LS1.6-RD","166.3412mm","148.5146mm","166.3412mm","148.5146mm","165.556mm","148.5146mm","T","360.00","Comment"
"D4_6","SC-79_L1.2-W0.8-LS1.6-RD","166.3412mm","175.5146mm","166.3412mm","175.5146mm","165.556mm","175.5146mm","T","360.00","Comment"
"D3_6","SC-79_L1.2-W0.8-LS1.6-RD","166.3412mm","202.5146mm","166.3412mm","202.5146mm","165.556mm","202.5146mm","T","360.00","Comment"
"D2_6","SC-79_L1.2-W0.8-LS1.6-RD","166.3412mm","229.5146mm","166.3412mm","229.5146mm","165.556mm","229.5146mm","T","360.00","Comment"
"FL10_6","L0402","175.4834mm","23.6985mm","175.4834mm","23.6985mm","175.4834mm","24.2436mm","T","270.00","Comment"
"FL9_6","L0402","175.4834mm","50.6985mm","175.4834mm","50.6985mm","175.4834mm","51.2436mm","T","270.00","Comment"
"FL8_6","L0402","175.4834mm","77.6985mm","175.4834mm","77.6985mm","175.4834mm","78.2436mm","T","270.00","Comment"
"FL7_6","L0402","175.4834mm","104.6985mm","175.4834mm","104.6985mm","175.4834mm","105.2436mm","T","270.00","Comment"
"FL6_6","L0402","175.4834mm","131.6985mm","175.4834mm","131.6985mm","175.4834mm","132.2436mm","T","270.00","Comment"
"FL5_6","L0402","175.4834mm","158.6985mm","175.4834mm","158.6985mm","175.4834mm","159.2436mm","T","270.00","Comment"
"FL4_6","L0402","175.4834mm","185.6985mm","175.4834mm","185.6985mm","175.4834mm","186.2436mm","T","270.00","Comment"
"FL3_6","L0402","175.4834mm","212.6985mm","175.4834mm","212.6985mm","175.4834mm","213.2436mm","T","270.00","Comment"
"FL2_6","L0402","175.4834mm","239.6985mm","175.4834mm","239.6985mm","175.4834mm","240.2436mm","T","270.00","Comment"
"D1_6","SC-79_L1.2-W0.8-LS1.6-RD","166.3412mm","256.5146mm","166.3412mm","256.5146mm","165.556mm","256.5146mm","T","360.00","Comment"
"FL1_6","L0402","175.4834mm","266.6985mm","175.4834mm","266.6985mm","175.4834mm","267.2436mm","T","270.00","Comment"
"D10_7","SC-79_L1.2-W0.8-LS1.6-RD","193.3412mm","13.5146mm","193.3412mm","13.5146mm","192.556mm","13.5146mm","T","360.00","Comment"
"D9_7","SC-79_L1.2-W0.8-LS1.6-RD","193.3412mm","40.5146mm","193.3412mm","40.5146mm","192.556mm","40.5146mm","T","360.00","Comment"
"D8_7","SC-79_L1.2-W0.8-LS1.6-RD","193.3412mm","67.5146mm","193.3412mm","67.5146mm","192.556mm","67.5146mm","T","360.00","Comment"
"D7_7","SC-79_L1.2-W0.8-LS1.6-RD","193.3412mm","94.5146mm","193.3412mm","94.5146mm","192.556mm","94.5146mm","T","360.00","Comment"
"D6_7","SC-79_L1.2-W0.8-LS1.6-RD","193.3412mm","121.5146mm","193.3412mm","121.5146mm","192.556mm","121.5146mm","T","360.00","Comment"
"D5_7","SC-79_L1.2-W0.8-LS1.6-RD","193.3412mm","148.5146mm","193.3412mm","148.5146mm","192.556mm","148.5146mm","T","360.00","Comment"
"D4_7","SC-79_L1.2-W0.8-LS1.6-RD","193.3412mm","175.5146mm","193.3412mm","175.5146mm","192.556mm","175.5146mm","T","360.00","Comment"
"D3_7","SC-79_L1.2-W0.8-LS1.6-RD","193.3412mm","202.5146mm","193.3412mm","202.5146mm","192.556mm","202.5146mm","T","360.00","Comment"
"D2_7","SC-79_L1.2-W0.8-LS1.6-RD","193.3412mm","229.5146mm","193.3412mm","229.5146mm","192.556mm","229.5146mm","T","360.00","Comment"
"FL10_7","L0402","202.4834mm","23.6985mm","202.4834mm","23.6985mm","202.4834mm","24.2436mm","T","270.00","Comment"
"FL9_7","L0402","202.4834mm","50.6985mm","202.4834mm","50.6985mm","202.4834mm","51.2436mm","T","270.00","Comment"
"FL8_7","L0402","202.4834mm","77.6985mm","202.4834mm","77.6985mm","202.4834mm","78.2436mm","T","270.00","Comment"
"FL7_7","L0402","202.4834mm","104.6985mm","202.4834mm","104.6985mm","202.4834mm","105.2436mm","T","270.00","Comment"
"FL6_7","L0402","202.4834mm","131.6985mm","202.4834mm","131.6985mm","202.4834mm","132.2436mm","T","270.00","Comment"
"FL5_7","L0402","202.4834mm","158.6985mm","202.4834mm","158.6985mm","202.4834mm","159.2436mm","T","270.00","Comment"
"FL4_7","L0402","202.4834mm","185.6985mm","202.4834mm","185.6985mm","202.4834mm","186.2436mm","T","270.00","Comment"
"FL3_7","L0402","202.4834mm","212.6985mm","202.4834mm","212.6985mm","202.4834mm","213.2436mm","T","270.00","Comment"
"FL2_7","L0402","202.4834mm","239.6985mm","202.4834mm","239.6985mm","202.4834mm","240.2436mm","T","270.00","Comment"
"D1_7","SC-79_L1.2-W0.8-LS1.6-RD","193.3412mm","256.5146mm","193.3412mm","256.5146mm","192.556mm","256.5146mm","T","360.00","Comment"
